text,labels
is set me hd videos chalte hain or skype chalta hy koi bhai batyega,Neu
yar mene ye phone last night purchase kia hy but ye automatically off ho jata hy or power ka button bhi thek kam nhi karta or heat b bohat ho raha hy.... kia kisi or k set k sath bhi ye problem hy??? please share...,Neg
es k graphic or camera ka result kasa hy...,Neu
samsung pagal ho gya hay processor barha k ram kam kar di hay set pay set nikali ja raha hy,Neg
yr plz plz plz koi bhai bta scta hai key iss mey skype chalta hai aur kesa chalta hai,Neu
battery timing bhe sahi hai. Back wala camera acha hai. Aur speed bhe sahi hhai. Aur abhe tk mujhy koi error nhi mila. Lehaza mery kheyal sy ya mobile is price main acha hai,Pos
yaro koi apni opinion btye ga k kon sa mobile lena chaye. Main tu confuse ho gya hn k kon sa mobile lena chahye,Neu
mujhy nhi pta k log q chalwallain marty hain. Is mobile main kharabi nhi hai. Is price main itna hi mobile milna hai.aur log pta nhi kiya chahty hain k price bhe kam ho aur mobile bhe un ko un ke pasand ka mily. Q mobile thori khareed rhy hain.,Pos
pta nhi yr q mera mobile heat up ho jata hai jb bhe game shru krta hn. Mera experience is mobile k sath boht bura hai,Neg
Koi mje batye k mry pass core2 h. Wo boht garim hota iska kia hal h plzzzzzz,Neg
is ka camera result kasa ha,Neu
Over all yeh set kesa he kohee user bta sakta he ?,Neu
bhai koi bata sakta hai galaxy core 2 kesa hai pr is ki battry timing kya hai,Neu
ek maheena pahly khareeda hai. Yro boht hi llush mobile hai.. ummaa,Pos
ya mobile mera love ho gya hai. Yar akheer mobile haii…. Akheer. Love this mobile,Pos
1gb ram na hona se ye hang tou nhe hota???,Neu
Koi bhai bataye ga k is k camere ka result kasaw hai,Neu
Kash eski ram 1 gb or rom 8gb hoti tou kitna accha hota,Neu
Mujhe Samsung core 2 chaiye good condition mein ho .koi bechna chahta ho tu kindly rbta kry.. mujhy ya mobile acha lgta hai. Itni price main mujhy sb sy acha mobile yahi lga hai,Pos
yr is main koi problem hai tu hmain bhe bta dain. Ksi ka bhla ho jye ga. ,Neu
Its a dabba fn. Very slow on internet and its display is just like star pro. Dont waste money,Neg
plz koi ya bata sakta ha ka core 2 skype kesa cahlta ya ya is ma instal hi nai hota ha our ya set kesa ha ...... I want to Purchse it 03218862301,Neu
dear all koi mjhy yh bta skta hai k galaxy cor 2 market mn china company ka hai ksi or company ka hai mn ny leya hai 1 year varrenty hai but made in china by sumsung ka hai,Neu
Ye mob kesa ha use karny me or speed keci ha ic ki???? or agr koi 10 tak achi condition with warranty sale karna chahta ha to baty????,Neu
mera samsung ko gali deny ka dil kr rha hai. Itnna ghtya mobile… is mobile ko khareedna paisy ka zya hai,Neg
samsung orignal hai. Aur 2 number companies ghtya mobile bna kr jhoot bol kr apna product baichti hain.,Pos
Bakwas mobile hai kabi mat lyna mai nay use kiya hai ko maza nai hai es mai 3G b es may kuch khas nai chata,Neg
Kia koi bhai mjhy ye btae ga k core 2 keasa mobile ha mtlb agr me core2 lo to is me koi kharabi to nhi or is ka camera result kesa ha plz bhai mjhy lazmi btae,Neu
yar koi bataega k front camera kaisa hain core 2 ka,Neu
front camera bakwas ha .. aur multi touch nahi ha ... ,Neg
plz koi btaega k ye set ka kon sa brand ha korian ha ya branded.,Neu
is qeemat main boht acha mobile hai.. yr .. agr koi is qeemat main mobile lena chahta hai tu chup kr k ly.. is sy acha mobile is qeemat main nhi mily ga,Pos
"plz koi bta dy k galaxy core 2 ke battery timing kaisi hai?????????????Q k mn ny yeh set jaldi laina hai,,,,,,,,,,,,,,,,,,kinddly jaldi bta dain 03441320331 ya e-mail me nasir9380@gmail.com",Neu
main ny ya mobile hfta ho gya hai khareeda hai. Aur kamal set hai,Pos
yar ye batain k is mein applications slow open hoti hain ya fast is mein games b chalti hain ya nahi betry timing kitni hai main ne parchese karna hai,Neu
bhai koi yai bta dai core 2 zyada acha hai ya phr i9. bohat confusion ho rhi hai dono main,Neu
ma na aaj samsung liya hai .please mujay bataye ka ma na theek keya hai ka nai.ya mobile kasa hai.please,Neu
"Samsung Galaxy Core 2 .... kasa mobile hn yar .... m lyna chaha raha hai .... comments mein hi dekhta hu tu log khte hai k display ,wagara etc etc nahi sai .....???",Neu
is ki battery timing kitni hai,Neu
"dear mujhe koi bataega k is ki speed kesi hy chalne men, agr koi bari app open karen to loading wagera to nh karta hy. dear plz plz plz plz plz plz plz tell me. bs ek msg kar k aagah kar do 03152269233",Neu
Mai ne 2 din pehly purchase kia hai awsome set hai ... na heatup hota na hi hang...,Pos
mene ye mble qisto pe lya h bra hii acha h ap sb log b le lo,Pos
"Dost kia is m skype , facebook or youtub hay plz tell me on 0300-517-6232 p msg kr k bta dai plz",Neu
kiya ye lolipop py update hojata ha??,Neu
boht acha smart phone hai.. yr mujhy is mobile k sath love ho gya hai,Pos
Men ye fone khridna chahta hu koi bhai muje is k bare men brief review de ke ye set kesa ha gaming point of view se,Neu
Yar ye set kesa ha me ny sbha purchase kerny jana h ?,Neu
ya set kisa hai use karnai mai ..??? core 3 kitnai tak ka market mai ay ga?,Neu
"core 2 mein jab kise ko call kerte waqt doble tap ka option aata hai, mujai yah option off kerna hai?? agar kise dost ko pata hai k yah oprtion off kise hoga plz plz mujai batayen 03437717005 Habib Ullah from islamabad",Neu
yar koi ya bta sakta hai ka ya kaisa phone hai .I mean games ka duran stuck tu nahi hota or front and back camera result kaisa hai? honestly btana ka khairdna chaiya ka nahi?,Neu
Hi guys .... Mujy koi bhata sakta hy k ye mobile hange to nai hota aur as ka farant cemara katany mp ka hy,Neu
ya set boht acha hai.. slow ni hota.. camera b acha he hai.. games bht achi chalata hai.. but ek problem hai.. ,Pos
Yar Koi b bata sakta hay k ye mobile kesa ha use ma,Neu
har bnda q apna mobile bechna chahtaa hai. Mobile main koi msla hai?,Neu
Yr yeh mobile tu acha hai but iss ka cam ka result 5mp ni hai bakwas result hai otherwise cell thk hai,Neg
ya set kasa hai core acha hai ya core 2,Neu
Main nain bhi ye set liya hai bkwas hai ye set.is ki speed nhn hai.pasay zaya krnay wali bat hai,Neg
plz yr ye btao is ka camera result kesa hy plz yr koi btay,Neu
boht hi ala set hy batry timing very best agr ram 1gb hoti tu set cha jata.,Pos
battery timing thek hai..or ram 700mb show hoti hai.. mobile ka display lac krta hai or memory ~ 2gb hai,Neg
yaar ye set computer sy conect ni ho raha hy koi treqa plz btao plz plz plz 03004674284 03027498092 plz sms ker deen,Neu
q mobile sy bhe ghtya mobile hai.,Neg
samsung ka ksi aur brand k sath koi mukaqbla nhi hai. Samsung ka ksi aur mobile k sath compare krna samsung ke insult hai,Pos
Wasy to t Ya thek ha likin 2g network par internet bohat slow.aur 3g par bohat achi speed ha.l am also using this mobile,Neg
samsung galaxy A50 kamal ka set hai basic specification k lehaz se price munasib hai beshak aap kisi b mobile se compare kr lian i will recommend you dont wast time and you first purchase this cell.,Pos
"According to specs it seems quite awesome, whos saying it is over priced should compare specs with s8 and s9, and those saying its worth 20k in India , please check the rates of indian rupees and pak rupees, ind1 Rs.=pak 2Rs, so if its 20k india it means 40k of pakistan",Pos
Koi btaye ga kya is ki speaker sound d quality kysi hy aur handfree ya bluetooth handfree ma sound kysa hy.,Neu
yeah he cheeze vivo day raha hi 50000 main woh theak hi ab samsung nay day di to price zida hi kia bat hi,Neg
"Notification light nae, battery name ke 4000 mah hay, application pa security nae or safe folder be nae bkwas mob hy.",Neg
Brothers ye mobile itna bekare hain keh main kya batao.signal main itna kamzor hain keh 4g kabe nahe daky ga,Neg
"A50 is the best new mobile. Ma use kr rha or kafi enjoy kr rha hn. Bs finger print ka issue ha but wo b face detector sy cover up hi jata ha. If anyone is willing to buy it, just do it",Pos
Yay sari series hi khrb hy. My ny ply A20 lia us ka b tuch work nhi krta tha. Phr replace kr k a30 lia us ki videos proof hy myry pass. 15 din my myra 10k ka loss ho gia. Samsung walp Tum logo ko Allah puchy ga. Yay sub log is liy new set sale kr rhy ku k yay khrb moble a rhy. Ksi ka tuch work nhi krta or ksi ka fingerprint,Neg
A.O.A kindly koi a50 user bata sakta hy k ismy koi moisture charging issue hy because mainy laina hy ye phone plz plz guide krdo r isky reviews b dedo koi satisfy hy is device sy,Neu
Samsung A50 mena leya bekar phone ha k AP k such ha 4G speed mea B pubg atne gatya chalata ha yer Samsung ka koe or phone la lalo magr A50 mat lo,Neg
Yrr koi batay GA ya mobile 📱 kasia ha theek chalta ha kya or kaise na buy kr na ho tu rabta Kara 03074111023 Lahore,Neu
yaar is ke update kerne se is ka finger print ka issue solve hu gaya hai.... cell phone buht acha hai sale na kere update ker le aap ka finger print ka issue solve hu jaye ga.... or fingerprint delete ker ke new lagaye update ke bad,Pos
"excellent picture quality in dark or insufficient light. phone display mode changes the color scheme, not true colors but colors are ok when you send pictures to other devices. ovetall excellent phone.",Pos
Bakwas mob hai itna lag karta hai animations off b kar do tb b lag karta hai is sa kahi acha oppo f11 pro hai sirf display he hai bus performance is ki zero hai battery 2 ghanta main charge hoti hai is ki samsung ko apna softaware ki optimization krni chahye,Neg
Aoa.Dosto bohat Bakwas mobile hai.Notification Light nai hai.Prize bihat ziada hai.Heating prblm hai.camera noraml hai bihat ziada acha nai hai.Fully plastic body hai.Back side wala cover or battery k dermian Space haai.Bihat matrial lga hau.,Neg
Salam me 1 months se use kr rha bahut accha set hy is me initialy fingerprint ka issue tha but ab 2 new update k bad 90% issue solve ho gya.03445511904,Pos
Is mobile main problem ya hy k is ko unlock na b karen to ya khud he lock position main secreen py kahen b touch karen to unlock ho jata hy.pocket main rakhen to rehta he unlock hy.,Neg
A8plus ki in india price 32500 and in pakistan 70000 he. itna to hmara currency farq b ni bnta . cueerency k hisaab se a8 48k bnta he or a8 plus 55k bnta he,Neu
Mobile acha hy price bht zaida hy is ki price 45000 honi chaiye the Samsung loot rha hy awam ko,Neg
bkwass mobile is sy achy specs huawei honor 9 lite k hy... samsung b pak suzuki wali hrkty krrha hy. 25000 waly specs wala mobile 60000+ ka.. huawei honor 9 lite aany do pakistan may.. samsung roye ga,Neg
"Iss ki specs k hissab se Tu isski price 30 to 35k honi Chahiye thi. 55 to 60k main Tu iphone 7 mil jata hai Kam az kam flagship product Tu hai. Samsung bhi dhandi Marne k chakar main parh Gaya hai. Same specs k liye oppo F5, ya Huawei mate 10 lite ya pher Nokia 6 2018 kun nahi Lete. Jo k 28 to 30k main mil Jayenge...",Neg
Is se to acha he k bnda 50 hazar mai s8 le ya one plus 5 le samsung ko ab bye bye kehne ka wakt agya he too much expensive phone aur khte han ye mid ranger phone he shame on you samsung...,Neg
Bahio ya set peshawar ki market mi 2 mehne Pele hi Aa chuka ha 32000 ka ha fazol set ha mi ni use kia ha,Neg
Bahio ic Ki price 50000 ho gi Pakistani market mein. Too much high price ic say behtar note 5 hae . Samsung ko chaee market compition ko mad nazr rakte howe ic ki price 40 system 45 hazar rakee.,Neg
A.o.A Samsung walo ab to a5 & a8 Launch kr do.... Aur kitna wait krao gay.... Main Samsung ka Lover naa hota to kab kaa koi aur sel le chuka hotaa.... Shuru se hi Samsung ki A series ka Shedai hun main.....,Pos
A8 mujhy boht kamal ka lagta hai. Is mobile ka koi muqbla nhi hai.Mujhay a8 lena ha koaye bhai Sele karna chay To rabta kray arrange 32000 /sa 35000 tk Contract no 03434474384,Pos
Ye phone apni specifications ki wajah se fail ho jayega,Neg
Good phone samsung kay handset baki phones say quality vise bht bhtar hotay hain. Amazing phone hai kab launch ho ga yeh.,Pos
Ram bohat kam hay or rom bhi ab esa mobile koi bhi istmaal karna pasand nahi kary ga,Neg
Duniya agay barh rahi hai aur yeh log peeche aarahe Hain abhi bhi midrange k andar 1gb aur 2gb wale sets rakhe huay Hain jabke aur brands k isi range main 3gb aur 4gb k vareints launch horahe hain,Neg
bakwas phone only 1 gb 16 gb or IPS LCD itne peson main koi brand ka acha phone mill jayega,Neg
Ic price me 450 ka snapdragon mil jata he octa core mw or yahan quad core or 1 gb ram is se better real me c1 le le banda,Neg
"1 gb ram ki bt sahi nahi ab 6.0 k display pai 1 gb ram ka koi suit banta nahi hai waisay , flop yaha kuch nahi hota hai sb laitay bhi hai aur use bhi kartay hai flop wlop sirf batay hai aur kuch nahi hai samsung samsung hai huawei ka koi compare nahi hai samsung k sath",Neg
samsung 1 gb ram haad hoti ha aaj kal 3 gb ram b kam ha bakwaas phone ha 1000 % floop ho ga yeh set,Neg
Fazol....1gb ram.....processer.........? Java ka time yad dila dea jb button wale phone hote thay....,Neg
Market main is ke price kya hain?kya is ke price kam howe kya? Koi bhai truly bta day zara,Neu
3 gb ram wala kahan se a gya bhai....or jo bhai use kr rahy hain mehrbani hai k sahi guaid kren k kesa mobile hai camera battery speed etc,Neu
jis bhai nay a10s ko use kiya hai btay k kasa hai yah mobile plz inform me about this mobile set.,Neu
bhai koi bta sakta hai k ya mobile katny ka market main bik raha hai aur a10 k muqabaly main kasa hai?,Neu
ye mobile hang ho jata ha market mai Lahore hall road se new daba pack lya tha 22500 ka is mai bas yhi bemari ha k ye hang ho jata ha,Neg
Bhai koi btaye ga plsss k Samsung A10s ma Auto Brightness option hai k ni?,Neu
bhai koi bta sakta hai k ya mobile katny ka market main bik raha hai aur a10 k muqabaly main kasa hai?,Neu
25 price ho tu theek hey 3gb hota tu 30k tak honi ti dual cam kesath fingerprint hona chahyai ta boht buy krna ta logo ney,Neu
Specs baki toh thk hain par Ram thori barha detay toh perfect tha yeh phone. Is ki price 18 20 kay lagbag honi chahiay.,Neg
yar hang bohot hota pubg medium pa chalti ha or zayada cheezain dalo ga tu hang bohot hoga,Neg
Bhai Jan min ne aj Kal py ye mobile Lena h new koi Bhai bta sakta h ke ye thk h ya nai cmra kasa h koi idea,Neu
Kindly kiya koi bta skta ha ky A10s main mobile application ki installation nai ho rhi. Agar kisi ky pass ye mobile ha tu muje help karain,Neu
good phone mene kal liya hai jitni price hai us me bahut acha mobile hai or bahut achy features hain camera bhi acha hai in 22500,Pos
"Maine purchase kia hay, battery timing achi hay, back camera bht acha hy, front camera behtar hy, hang bilkul nhee hota, weight main thora bhari hy, look awesome hy. 22000 ka milega market se m&p warranty main",Pos
A.a samsung A10s bht hi bakwas mobile ha na hi iski lcd achi ha or na hi camera result ha iksa. Mra mashwara ha koi b dost new purchase na kry,Neg
main ne bhi new set A10s purchase Kiya hai us mein call recording Nahin ho rahi koi bhi software usko support nahin kar raha Helpe me,Neg
Mai nai a10s 21500 ka leya ta Korean seat hai aor camera bohat bekar hai 7 din use keya aor market mai dobara baich dia 3000 kat deyai aor *#0# kam nahe karta Q k Korean mobile mai yai code kam nahe karta,Neg
Yr yah phone acha ha ya ni...main yah phone lay lon ya ni.koi mujhay btao yr is Kay baray main...03009825055,Neu
Me ne kal he purchase kia ha battery 4000mah ki ha but performance 4000 wali ni ha.camera good ha aur display b acha ha.touch standard ka ni ha.overall 3 stars out of five.WhatsApp 03369682648,Neu
good charging and fast Ala set hai y6 pro 3G yar best set,Pos
"Very very nice set,and battery timing awesome... Me aik saal se use kr RHA hn,perfect hy..",Pos
"Salam, bilkul bekar phone he, mene 3 sets lia the brand new boxed packed, teeno men hanging problem tha teeno mujhe re sell karna pare nuqsan men, bohat zyada hang hota he ye phone, very pathetic phone i have ever purchased!",Neu
Yar koi btay is ki bettery timing thek ha aur camera same 4g jasa ha kia,Neu
"assalam.o,alaikum koi btay ga kia ya mobile kesa ha. koi problem to nha ha is ma kia. plzzz muj koi txt krna ka bta dya plzzz. 03450543011",Neu
Ye new set aya ha js me 4g ne ha is lye sasta ha,Neu
"Mere pas y6 pro 3g ka set ha. Iska board dead ho gia ha, agr kisi k pas board ho aur wo sale karna chahay ya koi is set ko parts k liay purchase karna chahta ho Contact me. 03055636446. Since idhar se comment delete nahi hota to dont contact me after 2 months. Thanks",Neu
koi dost batae ga yeh usb OTG supported hai ya nahi,Neu
Very cool set the.the best one,Pos
Yes kesa mobile he battery timming kesi he ? I want to purchase it,Neu
koi is mobile k latest price batayega?,Neu
Guys 3 din use kia huwa shop se 14800 main khareeda hai... Yani dukan dar ne phir 14000 main rakha hoga... or khud hi andaza laga lain k 15 din use huwa set kitnay main sale or purchase ho sakta hai...,Neu
Aoa.Friends a37 oppo kesa mobile hy.ager hm xiaomi redmi4x se compare krein to konsa best rhega plz tell me.,Neu
me Nokia 3 chala ya he magar jo maza oppo me he wo kissy me Nani Nokia 3 ke better 4hor me katam oh jaty he magar a37 ke better sobs se sham tak katam Nani ohty I love oppo,Pos
oppo A37 Key Bary Me Jany kely Call Me WhatsApp Number 0303-6131000,Neu
Poor display and hardware quality. pata nahi tum sub ko kion pasan aa raha hai,Pos
Ager kise ko Oppo A37f ki features Or battery other Question ho tu contact krain 03491827425,Neu
salam... bht zabardast mobile hai... mn ne kal leya hai 14700 ka pin pack... cam or battery bht fit hai..,Pos
"Log oppo ka box open kerne ke lie 16,900 de rahen hain? Kisi ko kam rates per chaye jo ke mushkil hai, bhai log set ki Specification dekho or phr rates ab bhi sasta hi hai. I am happy with that, Alhumdulillah 1 month hogaya no issues, user friendly and battery her android ki itni power Normal hoti hai es ki bhi same hai. Or again her month es ke rates baqi mobile ki terha ghirne nahi lagte.",Neu
hello dosto kea mujhy koi bata sakta hai oppo a37 kesa hai chalny ma,Neu
Helo Friends. Koi Bhii Oppo Ka Mobile Naa . Agr Is Wajah Se Lety Ho Ke Gorilla Glasa Hai Tu Mat Lo. Koi Gorilla Nai Hai.. bach Ke. Mein Apna Mobile Turwaa Chuka Hon. Table Se Giraa Or Screen Toot Gai.,Neg
Aslamoalikum dosto ma pehly OPPO k fone ko bakwas smghta tha lkin ye kamal k mobile hain bina tenshon purchase kro ma 10 sal se Samsung use kr rha tha OPPO is best,Pos
Bhai plz mery dost oppo sab bkwas fazul ki specifiation ha.only camera h display bkwas h same like q mobil ha m ne purchase kia 3 din use kia loss pe sale kia..plz apny paise bacho jesy bhe samsung lian aik brand tou ha..isk graphics bkwas vedio result zero ha..baqi apki mrzi koi info lena ho tou 03317373809,Neg
Bohat acha phonr hay friends bina tention lelo Mane samsang Huawei htc sab use kie but yeh best hay net bht high speed chlta hay r betry bhr out class hay..muge 3month ho gae use krte hoi koi problam nhi hay i purchased new rs 15000,Pos
Assalamu alaikum.. Mai ny kal jab pakistan match jeeta tha tab new cell liya tha ye. Lkn 2problems hain Aik to jb mai cache clear krta hu tab sab apps clear ho jati hain lkn line or whats app clear nai hoti or 2nd problem ye k jo notification bar ko slide say up down krty hain wo boht missing krta hai. Kya ye touch kharab hai ya sab k satg aisa hi hota hai? Kindly share your experience,Neu
Oppo A37 liya hy kaisa set hy,Neu
Ye mobile kafi acha hai.... but is pe indroid 5.1.1 lollipop dala hua ha... jo k kafi old os hai.... agr marshmallow hota to kafi acha mobile bn skta tha ye...but low pric pe kafi acha sell phone mill rha hai apko... agr ksi bhai ne sell krna hoto... contect me only whatsapp... 03447155518,Neu
AOA. freinds mjhy yeh btao k OPPO A37 kesa mob hy hanging tou ni krta or CAMERA ka result kesa hy ??,Neu
Yar koi btay ga k a37 ki new price kya hai,Neu
men Pochnchna chahta hun k A37 kessa Mobail men use krna chahta hun kia koi bataey ga isky bary. 2. Our is k andar sim kitni dalti hen.im waiting for ans ?,Neu
Oppo A37 se kafi bahtar Oppo A71 2018 hai har mamle mein processor camera graphics battery etc baqi har kisi ki apne marzi hai mein har kisi ko ye he suggest karon ga ke iss se bahtar hai Oppo A71 2018 le lein aankh bund kar ke,Neu
Koi bhai bataye ga k yeh Oppo A37 heatup hota hai ya nai agar zeyada use kia jay to????,Neu
Dear Oppo A37 acha h ya Hwawe Y6 pro .??? Plz honestly btana????,Neu
Yar outstanding phone ha ma 4 month se use kar raha hn battey timming aur both cameras are awesome,Pos
Salaam... Mery pas oppo a37 mobile ha. Boht zabrdast chal raha ha.,Pos
Many one week phly liya hai a37 Bhot acha mobile hai battery time bi acha hai or speed bi achi hai Fb ki or brows ki bi har lehaz sy acha sell hai,Pos
mne kl he new liya hai or isme facebook he nai chl rahi or mobile khdi back ho jata hai koi operation pora nai kr rha.,Neg
"AoA. koi bta skta hai es ki battery timing, or koi problem tu hai use karny ma kasa hai. koi b problem hai tu bta dy",Neu
R kya iski battery life Samsung k mobiles se ziada ha ya km?,Neu
Kya yeh upgradable hai? Yani Lollipop se marshmallow???,Neu
1 month se ye mobile use kr raha hon abi tak 2 maslay aye hain es me.. sb se share krna chahta hon 1st ye keh es kay touch ki efficiency 80 % hai 2nd es me App Locker or kuch dosri apps proper work nahi kr rahin..,Neu
Great experience I like it front camera is out standing battery life is good,Pos
Jawad bhai is mobile k both cameras kis mobile se compair kary?,Neu
Umair is range mei acha set h.btry timing b thek h or camera b fit h.evrythng is ok,Pos
Plz koi muje is problem ka solution batega oppo A 37 he mere pass bluetooth atech karne ki bat music ki awaz ati he magar cal ki awaz mai ati agar kisi ke pass koi hal ho to plz mje email karden Email. pagalmadhosh@yahoo.com,Neu
May ny Oppo mirror 5 aik saal use kia hai aur mery khyal may Oppo ky muqably ka koi nahi. Oppo is the best,Pos
#JABEEN BAI iss ka solution hai. Recent apps ko nichey ki trf slide kren taqe wo unlock ho jye pir oper slide kren app ko close krne k liye.. set me problem nai hai..,Neu
Koi user ye bata sakta ha heat up ketna huta ha ye phone because kai loog kah rahy asa is ka mein?,Neu
Agar aap ko slim. stylish .best camera. Best voice. Nice battery timing. Light weight. Wala mobile chahye tu oppo a37 aankh bund kr k ly lu. Bohat acha mobile hy 10 days sy use kr rha hu.,Pos
Aby Oye Insan Bano 10.000 me tumhe Oppo milega Q Mobile Lo Opppooooo Is Best,Neg
Acha set ha camera b thek ha bs built in apps kam hn,Neu
M last weak ye set lia h abi tk tu bgt sahi chal raha h koi mjy btaye ga k iski galrey kaha h?? Photos ka folrder to lekin proper galery ni mjy smj aa rahi wo nae h... Plz any one tell me m hardly waiting txt me 03008486019,Neu
bhaio meine kabhi huawei ya samsung use nahi kia kuch din pehle he oppea37 lia hai boht acha set hai features boht ache hain.is range k mobiles mein ye best hai.,Pos
koi btay ga k ye kaisa set ha? i want to buy this phone,Neu
ma ye mob khareedna chahta hn camera acha hai is ka ,Pos
Bohat acha mobile hai amzaing features hai mera first experience hai mera ,Pos
Beautiful set. Nice stylish not very big. Slim and smart. Graphic and battery timing also good. Camera have many option good result. Net speed fast. My opinion is in this price range very good. High quality stylish mobileðŸ˜Š,Pos
Nice mobile. But download files from play store are not transfer in sd card.,Neu
kia koi bta shkta hy ye mobile kysa hy battery time kysi hy chl ny my kysa hy,Neu
nice cell phone .. everything is perfect but charging slow hai or led notification light b nahi hai baqi sab bohat acha hai is mob ka 16000 ka box pack mil raha hai market se sath mn zong 3 months 4g card hai .,Pos
Oppo a37 buhat hi acha set hai main 2 din sy use kar raha hai Samsung sy b acha set hai touch b buhat kamaal hai,Pos
ma phone la raha hu mujhe pl guide kare is ka bare ma kesa set ha ya,Neu
"hii, mobile kesa hai ye battery timing, camera",Neu
oppo a37 me kya problem hai jo sab log sale kar rahe ha.....mene buy karna hai is ka reson batao kue sale kar rahe ho.. please...,Neu
bhi ksi k pas hy mujy a37 mobile chahi ye,Neu
Umair Bhai iska sirf one sire speaker hi chalta ha,Neu
Bro koi bta skta k oppo a37 ka 1 side speaker chlta k double side...???,Neu
Bohat acha mobile hai I think sab mobiles sy acha but not iPhone and iPad,Pos
Very good set samsung se to boht acha huawei To is k qreeb bhi nhi hai,Pos
Sohail bhai kitna discount mily ga A37 mai Or F3 mai ???,Neu
Plz yeh koi infom kry keh oppo a37 or a37f m kia fark h or konsa original h,Neu
Bohat zabardast mobile hy 5 month sy use kar rha hu. Superb camera . Battery. Touch. 4g mobile net .wifi. games. All things are superb in this range and looking wise like as apple 6s. Thnx.,Pos
Koi bata sakta hy market main is ki current price kitni hy.. faisalabad main? Jis ny recently liya ho?,Neu
Hiiii Friends Is Set ki full detail do plzzzzzzzz me ne Lena haiiii :) Cell Number 03064978125,Neu
Asslam u Alaikum. koi bhai btaye ga k kya oppo A37 k box mein warranty card hota hai jis trah qmobile ka hota hai.Meray dost k box se sub kuch nikla lekin warranty card nahi nikla.please ye b bta do k E Warranty card kya hai. thanks.,Neu
Salam dosto Bht Acha set hai a37 me 6 month sy use kr rha kisi Tarah ki koi complain NH Mujhe mere nazar me best Mob hai kisi ki Lena hai ankh band kr k leyh camra result Bht Zabardast hai,Pos
Oppo A37 normal Price or bhyten Camera Result k sath bhot hi payara set hy. net going very fast .,Pos
Friends oppo A37 my asi kya problem hy jo sub sale kr rhy hn. .main ya mobile lana hy.plz koi btya ga. 03467560642,Neu
"Brothers, mujhe aik cheez samajh nahi aati A37 mein sirf 2 color hi available han, gold and rose gold, dono color larkion waly ha, halan k india mein ye grey color mein bi available ha, mujhe is mobile ki specs reasonable lag rahi han or me khareedna bi chahta hun, lekin sirf color ki waja se nahi khareed raha, oppo ko chahiye jald-az-jald is ka grey color bi market mein laye, pata nahi kitny log meri tarah sirf color ki waja se nahi khareed rahy. THINK ABOUT THIS OPPO",Neu
faisal qareshi mra num 03465169386 h plz mazid info btao ic ki g and othr jo koi use krta h btana info,Neu
Naeem Bhai 5 hour 30mints chal jata ha 3g pr. ..or wifi pr 7 hour over all allaw set ha,Neu
is mobile ke internet kay use kay sath kitnay ghantay bettry timing hay plz bta day menayy lena hay is liay plz bata do,Neu
kia oppo a37 main fingerprint sensor ha kia,Neu
Plz bta dain k oppo a37 mein sim 1 sim 2 aur memory card aek sath chal saktay hain????,Neu
hello Everyone! ap na to ya use keya ha na ap ko pta ho ga ka ya kasa mobile ha. ma na ya mobile lena ha plz... kohi bta dy ga ka kasa ha ya battery timing kase ha kohi problem to nhi karta heat to nhi hota na camera kasa ha is ka back or fornt plz.. kohi bta do,Neu
"Best mob ha koi problem nai aa rai 3,4 months we use kr raa hon selfi kamaaal ki banti Shandaar OPPO A37.......",Pos
Bhai g mery use me hy ye set Easa problem koi nai.aa raha behtreen fit chal raha hy mera oppo a37 mobile ap warranty cleame karwaein shahid ap k set ki sim ka masla hy,Neu
Dosto mare pass oppo A37 hai ye main 1 month pehly liya hai bohat acha hai magar sim one slot main problem hain har 2 se 3 din bad sim khod hi disconnect ho jati hai or agar sim nikal kar agar dobara lagain to connect ho jati hai kia ap ko pata hai k aisa kiun hai or app k sath bhe ye problem hai?3,Neu
"AOA friends. mene oppo a37 4 month pehle liya tha , itni price me behtreen phone hai, na hang hota hai , na heat problem hai, na slow hai , har lehaz se behtreen phone hai ,me abi tak use kar raha hoon mje to koi masla nazar ni aya, pata nhi log q dosro ko misguide karte hain , jiske pas ye mobile ni h wo b apne comments pesh kar raha hai, lehaza jo ye phone lena chahta hai usy mera personal mashwra hai itni price me bohat acha phone hai bgair dar ke buy kar lo but lena new. use me koi masla ho to wo ak alag issue hai but new mobile me koi b masla ni hai me personally use kar raha hoon . thanks",Neu
Awsome mobile itz functions like iphone or is mai aese kafi sare functions hn jo dsre mob mai ni hote,Pos
Ap logo main say koi agar OPPO a37 used kar raha to kia mujhe koi yeh bata salta hain OPPO a37 Kay Jo nechay 2 speaker hai wo dono work kartey hai ya serif ek he work karta hai ek show ka hain...... Koi tune laga kar dono speaker main kaan laga kar suneyga to mehsoos hoga..... Main aaj he new OPPO a37 leye hai auskay ek he speaker chal raha hain.....,Neu
"Oppo a37 best mobile hy no heat up ,no anyone issue both zeberst mobile hy. My use kr RHA hu. Sumsang wlo sy be best hy .sumsang my j series my kafi mobile heat up hoty hn par oppo my ASA koi b issue in hy",Pos
Me 15 din pehlye liye he phon bohat acha he he. ,Pos
yar koi heat problem ka btaye ga is ka???? i waana buy.,Neu
Best mobile oppo main use kar raha hun tthankx oppo,Pos
bht bkwas mobile hy. charging k waqt gram ho jata hy. camra on kro tb bhi gram ho jata hy. net use kro phir bhi gram ho jata hy,Neg
